OrderID,OrderDate,Channel,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue,COGS,ShippingCost,PlatformFee
76,2024-10-01,Marketplace,822,1006,Home Item 3,Home,2,52.68,105.36,50.78,5.43,12.64
77,2024-10-01,Website,963,1009,Electronics Item 2,Electronics,2,126.88,253.76,168.75,6.58,8.88
78,2024-10-01,Marketplace,1176,1010,Electronics Item 3,Electronics,2,134.99,269.99,182.24,5.54,32.4
79,2024-10-01,Website,141,1008,Electronics Item 1,Electronics,2,113.27,226.55,146.8,5.44,7.93
80,2024-10-01,SocialAds,306,1012,Beauty Item 1,Beauty,1,35.59,35.59,13.77,5.21,1.78
81,2024-10-01,Website,158,1009,Electronics Item 2,Electronics,1,116.67,116.67,77.59,4.71,4.08
82,2024-10-01,Website,342,1010,Electronics Item 3,Electronics,1,130.13,130.13,87.84,5.12,4.55
83,2024-10-01,SocialAds,528,1012,Beauty Item 1,Beauty,2,36.13,72.27,27.97,5.74,3.61
84,2024-10-01,Marketplace,1169,1019,Sports Item 4,Sports,1,66.97,66.97,35.23,4.75,8.04
85,2024-10-01,Website,685,1018,Sports Item 3,Sports,1,60.88,60.88,34.03,4.69,2.13
86,2024-10-01,Website,365,1008,Electronics Item 1,Electronics,1,116.06,116.06,75.21,5.45,4.06
87,2024-10-01,Marketplace,664,1000,Accessories Item 1,Accessories,2,24.0,48.01,15.56,6.12,5.76
88,2024-10-01,Website,751,1002,Accessories Item 3,Accessories,1,23.04,23.04,9.75,4.88,0.81
89,2024-10-01,Marketplace,846,1013,Beauty Item 2,Beauty,3,32.81,98.42,41.14,7.53,11.81
90,2024-10-01,Website,284,1010,Electronics Item 3,Electronics,2,135.18,270.35,182.49,6.44,9.46
91,2024-10-01,Marketplace,372,1017,Sports Item 2,Sports,1,73.46,73.46,36.0,4.54,8.82
92,2024-10-01,Marketplace,1058,1003,Accessories Item 4,Accessories,1,21.99,21.99,7.37,4.91,2.64
93,2024-10-01,Marketplace,498,1018,Sports Item 3,Sports,1,56.14,56.14,31.38,5.39,6.74
94,2024-10-01,Website,543,1011,Electronics Item 4,Electronics,1,112.31,112.31,74.02,5.69,3.93
95,2024-10-01,Website,479,1018,Sports Item 3,Sports,2,56.13,112.27,62.76,6.54,3.93
96,2024-10-01,Website,546,1001,Accessories Item 2,Accessories,3,28.82,86.47,31.82,7.37,3.03
97,2024-10-01,Website,374,1012,Beauty Item 1,Beauty,2,36.98,73.95,28.62,6.25,2.59
98,2024-10-01,Website,1043,1009,Electronics Item 2,Electronics,1,126.35,126.35,84.02,5.29,4.42
99,2024-10-01,Website,11,1009,Electronics Item 2,Electronics,1,123.99,123.99,82.45,5.09,4.34
100,2024-10-01,Website,503,1018,Sports Item 3,Sports,3,57.9,173.69,97.09,7.04,6.08
101,2024-10-01,Website,583,1018,Sports Item 3,Sports,3,58.55,175.65,98.19,7.01,6.15
102,2024-10-01,SocialAds,363,1001,Accessories Item 2,Accessories,1,27.46,27.46,10.11,4.42,1.37
103,2024-10-02,SocialAds,1010,1012,Beauty Item 1,Beauty,1,36.16,10.08,8.95,4.93,0.5
104,2024-10-02,Website,753,1002,Accessories Item 3,Accessories,1,22.74,22.74,9.62,5.08,0.8
105,2024-10-02,Website,49,1012,Beauty Item 1,Beauty,1,36.58,36.58,14.16,5.11,1.28
106,2024-10-02,Website,300,1011,Electronics Item 4,Electronics,1,119.03,119.03,78.44,5.33,4.17
107,2024-10-02,SocialAds,773,1009,Electronics Item 2,Electronics,3,118.8,356.41,237.02,7.37,17.82
108,2024-10-02,Website,624,1016,Sports Item 1,Sports,3,50.69,152.07,72.54,7.69,5.32
109,2024-10-02,Website,216,1007,Home Item 4,Home,1,43.49,43.49,21.09,5.21,1.52
110,2024-10-02,Marketplace,343,1004,Home Item 1,Home,1,50.23,50.23,21.45,4.39,6.03
111,2024-10-02,Website,665,1007,Home Item 4,Home,1,41.53,41.53,20.14,4.25,1.45
112,2024-10-02,Marketplace,624,1015,Beauty Item 4,Beauty,2,37.35,74.71,34.22,6.73,8.96
113,2024-10-02,Website,228,1016,Sports Item 1,Sports,1,52.8,52.8,25.19,5.63,1.85
114,2024-10-02,Website,78,1010,Electronics Item 3,Electronics,3,129.63,388.9,262.51,7.18,13.61
115,2024-10-02,Website,359,1018,Sports Item 3,Sports,2,56.45,112.9,63.11,6.67,3.95
116,2024-10-02,Website,405,1007,Home Item 4,Home,1,41.3,41.3,20.03,5.02,1.45
117,2024-10-02,Website,276,1018,Sports Item 3,Sports,5,56.14,280.69,156.9,9.3,9.82
118,2024-10-02,Website,881,1009,Electronics Item 2,Electronics,1,116.91,116.91,77.74,5.65,4.09
119,2024-10-02,Marketplace,580,1007,Home Item 4,Home,3,39.61,118.84,57.64,7.57,14.26
120,2024-10-02,SocialAds,703,1009,Electronics Item 2,Electronics,2,121.36,242.71,161.4,6.09,12.14
121,2024-10-02,Website,220,1003,Accessories Item 4,Accessories,3,22.0,65.99,22.11,7.51,2.31
122,2024-10-02,SocialAds,313,1007,Home Item 4,Home,2,43.57,87.14,42.26,6.01,4.36
123,2024-10-02,SocialAds,756,1014,Beauty Item 3,Beauty,5,36.37,181.85,86.02,9.12,9.09
124,2024-10-02,Marketplace,713,1014,Beauty Item 3,Beauty,4,39.88,159.52,75.45,8.27,19.14
125,2024-10-02,Website,667,1019,Sports Item 4,Sports,2,64.41,128.82,67.76,6.18,4.51
126,2024-10-02,Marketplace,896,1011,Electronics Item 4,Electronics,1,115.2,115.2,75.91,4.21,13.82
127,2024-10-02,SocialAds,945,1015,Beauty Item 4,Beauty,2,38.23,76.45,35.02,5.56,3.82
128,2024-10-02,Marketplace,215,1013,Beauty Item 2,Beauty,2,32.31,64.61,27.01,6.82,7.75
129,2024-10-02,Marketplace,182,1011,Electronics Item 4,Electronics,2,120.59,241.18,158.94,5.5,28.94
130,2024-10-02,Website,1083,1011,Electronics Item 4,Electronics,2,118.31,236.62,155.93,6.4,8.28
131,2024-10-02,Website,228,1013,Beauty Item 2,Beauty,2,32.42,64.84,27.1,5.49,2.27
132,2024-10-02,Website,757,1019,Sports Item 4,Sports,2,68.26,136.51,71.81,6.25,4.78
133,2024-10-02,Website,536,1015,Beauty Item 4,Beauty,1,40.04,40.04,18.34,4.58,1.4
134,2024-10-02,Website,470,1006,Home Item 3,Home,3,52.42,157.25,75.8,6.91,5.5
135,2024-10-02,SocialAds,1172,1019,Sports Item 4,Sports,3,66.69,200.07,105.24,7.04,10.0
136,2024-10-02,Marketplace,1128,1007,Home Item 4,Home,2,43.16,86.32,41.87,6.2,10.36
137,2024-10-02,SocialAds,380,1008,Electronics Item 1,Electronics,1,117.27,117.27,75.99,5.43,5.86
138,2024-10-02,Website,952,1017,Sports Item 2,Sports,1,72.67,72.67,35.61,4.38,2.54
139,2024-10-02,Website,1108,1013,Beauty Item 2,Beauty,2,32.39,64.78,27.08,5.9,2.27
140,2024-10-02,SocialAds,1097,1016,Sports Item 1,Sports,4,52.46,209.82,100.09,8.56,10.49
141,2024-10-02,Website,282,1010,Electronics Item 3,Electronics,1,130.63,130.63,88.17,5.57,4.57
142,2024-10-02,Website,301,1012,Beauty Item 1,Beauty,4,36.17,144.7,56.0,8.35,5.06
143,2024-10-02,Website,909,1017,Sports Item 2,Sports,1,70.65,70.65,34.62,4.67,2.47
144,2024-10-02,SocialAds,246,1011,Electronics Item 4,Electronics,3,116.59,349.78,230.51,7.43,17.49
145,2024-10-02,Marketplace,932,1014,Beauty Item 3,Beauty,3,37.21,111.63,52.8,6.83,13.4
146,2024-10-02,Marketplace,658,1016,Sports Item 1,Sports,1,54.17,54.17,25.84,4.46,6.5
147,2024-10-02,SocialAds,245,1012,Beauty Item 1,Beauty,2,35.27,70.55,27.3,5.41,3.53
148,2024-10-02,SocialAds,307,1017,Sports Item 2,Sports,1,70.49,70.49,34.54,5.03,3.52
149,2024-10-02,SocialAds,774,1009,Electronics Item 2,Electronics,1,117.82,117.82,78.35,5.28,5.89
150,2024-10-02,Marketplace,681,1002,Accessories Item 3,Accessories,1,22.13,22.13,9.36,4.23,2.66
151,2024-10-02,Marketplace,727,1018,Sports Item 3,Sports,1,55.93,55.93,31.27,4.71,6.71
152,2024-10-02,Marketplace,778,1003,Accessories Item 4,Accessories,1,21.65,21.65,7.25,4.37,2.6
153,2024-10-02,SocialAds,995,1014,Beauty Item 3,Beauty,1,36.53,36.53,17.28,5.47,1.83
154,2024-10-02,Website,1054,1004,Home Item 1,Home,2,47.76,95.53,40.79,5.9,3.34
155,2024-10-02,Website,661,1016,Sports Item 1,Sports,1,50.56,50.56,24.12,5.65,1.77
156,2024-10-02,Website,609,1018,Sports Item 3,Sports,2,58.36,116.71,65.24,6.39,4.09
157,2024-10-02,Marketplace,526,1010,Electronics Item 3,Electronics,2,128.4,256.79,173.34,5.53,30.82
158,2024-10-02,Website,480,1013,Beauty Item 2,Beauty,1,33.92,33.92,14.18,5.67,1.19
159,2024-10-02,SocialAds,270,1004,Home Item 1,Home,1,48.25,48.25,20.6,4.48,2.41
160,2024-10-02,SocialAds,220,1019,Sports Item 4,Sports,1,68.77,68.77,36.17,4.93,3.44
161,2024-10-02,Website,66,1019,Sports Item 4,Sports,2,69.92,139.85,73.56,6.22,4.89
162,2024-10-02,Website,793,1008,Electronics Item 1,Electronics,1,113.67,113.67,73.66,4.84,3.98
163,2024-10-02,SocialAds,585,1014,Beauty Item 3,Beauty,3,39.77,119.32,56.44,7.8,5.97
164,2024-10-02,Marketplace,359,1019,Sports Item 4,Sports,1,68.61,68.61,36.09,4.27,8.23
165,2024-10-02,Website,234,1003,Accessories Item 4,Accessories,2,21.34,42.67,14.3,6.08,1.49
166,2024-10-02,SocialAds,429,1019,Sports Item 4,Sports,2,68.48,136.96,72.04,6.41,6.85
167,2024-10-02,SocialAds,77,1006,Home Item 3,Home,1,53.52,53.52,25.79,4.67,2.68
168,2024-10-02,Website,1064,1019,Sports Item 4,Sports,1,65.89,65.89,34.66,4.44,2.31
169,2024-10-02,Marketplace,287,1002,Accessories Item 3,Accessories,1,23.29,23.29,9.85,5.38,2.79
170,2024-10-02,SocialAds,520,1009,Electronics Item 2,Electronics,1,123.22,123.22,81.94,4.54,6.16
171,2024-10-02,Website,716,1004,Home Item 1,Home,2,49.89,99.79,42.61,5.42,3.49
172,2024-10-02,Marketplace,146,1008,Electronics Item 1,Electronics,1,119.46,119.46,77.41,4.67,14.34
173,2024-10-02,Website,297,1009,Electronics Item 2,Electronics,1,123.88,123.88,82.38,4.74,4.34
174,2024-10-02,Marketplace,487,1015,Beauty Item 4,Beauty,1,36.84,36.84,16.87,5.03,4.42
175,2024-10-02,Website,288,1006,Home Item 3,Home,1,52.99,52.99,25.54,5.5,1.85
176,2024-10-02,SocialAds,737,1004,Home Item 1,Home,2,46.71,93.42,39.89,6.42,4.67
177,2024-10-02,Marketplace,1192,1011,Electronics Item 4,Electronics,3,115.58,346.73,228.5,7.71,41.61
178,2024-10-02,Website,208,1005,Home Item 2,Home,1,37.48,37.48,14.92,5.13,1.31
179,2024-10-02,Website,1111,1015,Beauty Item 4,Beauty,2,38.3,76.61,35.09,5.62,2.68
180,2024-10-02,Website,565,1007,Home Item 4,Home,4,40.0,160.01,77.6,8.08,5.6
181,2024-10-02,Website,923,1012,Beauty Item 1,Beauty,1,35.65,35.65,13.8,4.26,1.25
182,2024-10-02,SocialAds,321,1001,Accessories Item 2,Accessories,1,29.1,29.1,10.71,4.34,1.45
183,2024-10-02,Marketplace,831,1006,Home Item 3,Home,1,50.73,50.73,24.45,4.63,6.09
184,2024-10-02,Marketplace,517,1001,Accessories Item 2,Accessories,2,29.64,59.28,21.82,5.59,7.11
185,2024-10-02,Marketplace,888,1004,Home Item 1,Home,2,47.79,95.57,40.81,5.41,11.47
186,2024-10-02,Website,289,1001,Accessories Item 2,Accessories,1,27.82,27.82,10.24,5.32,0.97
187,2024-10-02,Marketplace,217,1015,Beauty Item 4,Beauty,2,37.48,74.96,34.33,6.89,9.0
188,2024-10-02,Marketplace,201,1015,Beauty Item 4,Beauty,1,36.4,36.4,16.67,4.56,4.37
189,2024-10-02,Marketplace,214,1006,Home Item 3,Home,2,51.41,102.82,49.56,6.73,12.34
190,2024-10-02,SocialAds,1138,1012,Beauty Item 1,Beauty,1,35.25,35.25,13.64,5.22,1.76
191,2024-10-02,Website,594,1007,Home Item 4,Home,1,40.46,40.46,19.62,5.13,1.42
192,2024-10-02,Website,110,1012,Beauty Item 1,Beauty,2,36.4,72.8,28.17,5.9,2.55
193,2024-10-02,Website,1017,1008,Electronics Item 1,Electronics,1,117.91,117.91,76.41,4.59,4.13
194,2024-10-02,Website,500,1002,Accessories Item 3,Accessories,1,22.52,22.52,9.53,4.79,0.79
195,2024-10-02,SocialAds,1115,1014,Beauty Item 3,Beauty,1,38.22,38.22,18.08,4.87,1.91
196,2024-10-02,Marketplace,1020,1006,Home Item 3,Home,1,55.17,55.17,26.59,5.31,6.62
197,2024-10-02,Marketplace,868,1000,Accessories Item 1,Accessories,2,25.4,50.81,16.46,6.22,6.1
198,2024-10-02,Marketplace,1040,1003,Accessories Item 4,Accessories,3,22.02,66.05,22.13,7.42,7.93
199,2024-10-02,Website,849,1013,Beauty Item 2,Beauty,1,32.41,32.41,13.55,5.02,1.13
200,2024-10-02,Website,546,1009,Electronics Item 2,Electronics,3,119.92,359.76,239.24,8.07,12.59
201,2024-10-02,Website,430,1005,Home Item 2,Home,1,38.64,38.64,15.38,4.44,1.35
202,2024-10-02,Marketplace,172,1004,Home Item 1,Home,1,51.02,51.02,21.78,4.45,6.12
203,2024-10-02,Marketplace,595,1012,Beauty Item 1,Beauty,1,37.22,37.22,14.4,5.16,4.47
204,2024-10-02,Website,995,1003,Accessories Item 4,Accessories,2,20.77,41.54,13.92,5.58,1.45
205,2024-10-02,Marketplace,307,1006,Home Item 3,Home,1,51.16,51.16,24.66,4.23,6.14
206,2024-10-02,Marketplace,74,1002,Accessories Item 3,Accessories,2,21.76,43.52,18.41,5.94,5.22
207,2024-10-02,Website,766,1001,Accessories Item 2,Accessories,2,27.19,54.38,20.01,6.89,1.9
208,2024-10-02,Website,396,1017,Sports Item 2,Sports,1,74.37,74.37,36.44,4.98,2.6
209,2024-10-02,Marketplace,1033,1019,Sports Item 4,Sports,1,70.78,70.78,37.23,5.46,8.49
210,2024-10-02,Marketplace,94,1011,Electronics Item 4,Electronics,2,112.72,225.43,148.56,5.75,27.05
211,2024-10-02,Website,516,1003,Accessories Item 4,Accessories,4,22.27,89.08,29.84,8.17,3.12
212,2024-10-02,Website,140,1019,Sports Item 4,Sports,1,69.43,69.43,36.52,4.66,2.43
213,2024-10-02,Marketplace,725,1000,Accessories Item 1,Accessories,1,25.79,25.79,8.35,5.02,3.09
214,2024-10-02,Website,1108,1016,Sports Item 1,Sports,3,51.97,155.91,74.37,7.11,5.46
215,2024-10-02,Website,81,1004,Home Item 1,Home,4,47.57,58.0,53.0,7.81,2.03
216,2024-10-02,Website,151,1014,Beauty Item 3,Beauty,1,36.57,36.57,17.3,5.5,1.28
217,2024-10-02,Marketplace,627,1000,Accessories Item 1,Accessories,1,23.86,23.86,7.73,4.38,2.86
218,2024-10-02,Marketplace,908,1002,Accessories Item 3,Accessories,1,23.04,23.04,9.75,4.32,2.77
219,2024-10-02,Marketplace,381,1006,Home Item 3,Home,1,54.32,54.32,26.18,5.69,6.52
220,2024-10-02,Website,413,1004,Home Item 1,Home,2,51.18,102.35,43.7,5.58,3.58
221,2024-10-02,SocialAds,260,1009,Electronics Item 2,Electronics,1,119.44,119.44,79.43,5.39,5.97
222,2024-10-02,SocialAds,1174,1012,Beauty Item 1,Beauty,1,37.43,37.43,14.48,4.57,1.87
223,2024-10-02,Marketplace,623,1006,Home Item 3,Home,4,55.5,222.01,107.01,8.4,26.64
224,2024-10-02,SocialAds,485,1017,Sports Item 2,Sports,1,76.38,76.38,37.43,4.38,3.82
225,2024-10-02,Website,738,1002,Accessories Item 3,Accessories,1,21.8,21.8,9.22,5.6,0.76
226,2024-10-02,Website,394,1002,Accessories Item 3,Accessories,5,23.13,115.66,48.92,9.23,4.05
227,2024-10-02,Website,252,1001,Accessories Item 2,Accessories,1,28.91,28.91,10.64,4.64,1.01
228,2024-10-03,Website,559,1008,Electronics Item 1,Electronics,2,121.38,242.76,157.31,5.79,8.5
229,2024-10-03,Website,218,1013,Beauty Item 2,Beauty,2,32.02,64.04,26.77,6.02,2.24
230,2024-10-03,Marketplace,166,1000,Accessories Item 1,Accessories,1,24.48,24.48,7.93,5.66,2.94
231,2024-10-03,Marketplace,566,1004,Home Item 1,Home,1,50.4,50.4,21.52,4.41,6.05
232,2024-10-03,Website,930,1002,Accessories Item 3,Accessories,1,22.29,22.29,9.43,5.03,0.78
233,2024-10-03,Marketplace,501,1012,Beauty Item 1,Beauty,2,34.62,69.24,26.8,5.86,8.31
234,2024-10-03,SocialAds,816,1005,Home Item 2,Home,2,36.89,73.79,29.37,5.46,3.69
235,2024-10-03,SocialAds,17,1003,Accessories Item 4,Accessories,2,21.79,43.58,14.6,6.08,2.18
236,2024-10-03,Marketplace,990,1006,Home Item 3,Home,1,50.63,50.63,24.4,5.69,6.08
237,2024-10-03,Marketplace,980,1008,Electronics Item 1,Electronics,1,120.73,120.73,78.24,5.01,14.49
238,2024-10-03,Website,479,1010,Electronics Item 3,Electronics,1,134.22,134.22,90.6,5.46,4.7
239,2024-10-03,Website,925,1005,Home Item 2,Home,1,39.4,39.4,15.68,4.93,1.38
240,2024-10-03,SocialAds,76,1008,Electronics Item 1,Electronics,1,116.88,116.88,75.74,4.91,5.84
241,2024-10-03,Website,462,1003,Accessories Item 4,Accessories,1,22.01,22.01,7.37,5.0,0.77
242,2024-10-03,Website,346,1014,Beauty Item 3,Beauty,1,38.11,38.11,18.03,5.45,1.33
243,2024-10-03,Marketplace,852,1001,Accessories Item 2,Accessories,1,29.27,29.27,10.77,4.3,3.51
244,2024-10-03,Website,75,1008,Electronics Item 1,Electronics,2,119.51,239.02,154.88,5.86,8.37
245,2024-10-03,SocialAds,553,1018,Sports Item 3,Sports,3,57.84,173.52,97.0,7.8,8.68
246,2024-10-03,Website,822,1000,Accessories Item 1,Accessories,3,24.18,46.95,19.36,7.06,1.64
247,2024-10-03,Website,1002,1012,Beauty Item 1,Beauty,1,35.44,35.44,13.72,5.41,1.24
248,2024-10-03,Website,941,1004,Home Item 1,Home,1,49.12,49.12,20.97,5.34,1.72
249,2024-10-03,Website,311,1000,Accessories Item 1,Accessories,1,25.48,25.48,8.26,4.89,0.89
250,2024-10-03,Marketplace,435,1009,Electronics Item 2,Electronics,1,124.59,124.59,82.85,5.37,14.95
251,2024-10-03,Website,827,1006,Home Item 3,Home,4,53.53,214.13,103.21,8.5,7.49
252,2024-10-03,Website,650,1014,Beauty Item 3,Beauty,2,39.36,78.72,37.23,5.73,2.76
253,2024-10-03,SocialAds,547,1015,Beauty Item 4,Beauty,2,38.16,76.33,34.96,5.9,3.82
254,2024-10-03,Website,777,1007,Home Item 4,Home,1,41.07,41.07,19.92,4.62,1.44
255,2024-10-03,Website,6,1002,Accessories Item 3,Accessories,1,22.03,22.03,9.32,4.46,0.77
256,2024-10-03,SocialAds,223,1009,Electronics Item 2,Electronics,1,128.7,128.7,85.58,5.27,6.43
257,2024-10-03,SocialAds,295,1009,Electronics Item 2,Electronics,1,119.94,119.94,79.76,5.02,6.0
258,2024-10-03,Website,748,1010,Electronics Item 3,Electronics,2,128.41,256.83,173.36,6.2,8.99
259,2024-10-03,Website,1143,1003,Accessories Item 4,Accessories,1,22.74,22.74,7.62,5.42,0.8
